grp,avg_spread,t_stat,hit_rate,n_periods,feature
2,0.003588965454456001,0.19183734279130282,0.6005586592178771,358,mom_12_1
3,-0.0058321307942091165,-0.3471254362276917,0.5921787709497207,358,mom_12_1
4,0.012803826555498082,0.7228867589050716,0.5279329608938548,358,mom_12_1
5 Largest,0.039518232323954,2.5925926297686064,0.5921787709497207,358,mom_12_1
1 Smallest,0.02965102492122409,1.4861198039717207,0.6061452513966481,358,mom_6_1
2,0.04488518452160137,2.451620711424765,0.6201117318435754,358,mom_6_1
3,0.042054769359512356,2.58236138665148,0.6284916201117319,358,mom_6_1
4,0.0424215517553862,2.3739244087547138,0.5726256983240223,358,mom_6_1
5 Largest,0.054089296540827655,3.7461690923857924,0.611731843575419,358,mom_6_1
1 Smallest,0.04255706012339502,2.8243310592483843,0.5726256983240223,358,mom_1m
2,0.04209556538056296,2.791645075412156,0.6145251396648045,358,mom_1m
3,0.025910786524980536,1.9669370109514208,0.5586592178770949,358,mom_1m
4,0.02768462046600377,2.02528165209738,0.55027932960893855,358,mom_1m
5 Largest,0.033627631756887606,2.573869008916713,0.5893854748603352,358,mom_1m
