form_date,gross_ret,n_held,med_mktcap,turnover,cost,net_ret,bench_ret,value_gross,value_net,value_bench,peak,drawdown,excess
2011-05-31,-0.03672272,25,2176.70004,0.24,9.599999999999999e-4,-0.03768272,-0.020385234761706957,3610.4042932015627,3501.401621803055,3543.878372659614,3638.51059788,-0.03768272000000006,-0.017297485238293046
2011-06-30,-0.02459024,25,1417.031,0.36,0.0014399999999999999,-0.02603024,-0.0384614226925338,3521.623585134706,3410.2592972511325,3407.5757685978238,3638.51059788,-0.06273206975454726,0.012431182692533804
2011-07-31,-0.1292844519588,25,960.2205,0.28,0.0011200000000000001,-0.13040445195880002,-0.08176189894614981,3066.3324099253814,2965.546302555696,3128.96590295438,3638.51059788,-0.18495598053676432,-0.048642553012650205
2011-08-31,-0.1470508,25,854.14745,0.19999999999999996,7.999999999999998e-4,-0.1478508,-0.10509934381332052,2615.425775979926,2527.087909285794,2800.1136397396203,3638.51059788,-0.30546089084961936,-0.042751456186679485
2011-09-30,0.22138516,25,775.224,0.36,0.0014399999999999999,0.21994516,0.15100182740213525,3194.4422298633663,3082.908663827723,3222.935916273947,3638.51059788,-0.15270037536128156,0.06894333259786475
2011-10-31,-0.007432440000000001,25,1510.4163999999998,0.24,9.599999999999999e-4,-0.008392440000000001,-0.003850533094044783,3170.6997296564405,3057.035537841069,3210.5258948683486,3638.51059788,-0.15981128662308441,-0.004541906905955218
2011-11-30,0.028018079999999997,25,1026.43775,0.31999999999999995,0.0012799999999999997,0.026738079999999997,-2.5144018856805827e-4,3259.536648337933,3138.7747986147065,3209.7186396319403,3638.51059788,-0.13734625358971542,0.026989520188568056
2011-12-31,0.08392124000000001,25,993.6042500000001,0.36,0.0014399999999999999,0.08248124000000001,0.07072844667059515,3533.081005691896,3397.6648360851973,3436.7370532627633,3638.51059788,-0.0661935028951498,0.011752793329404862
2012-01-31,0.09052676,25,1282.9696,0.43999999999999995,0.0017599999999999998,0.08876676,0.039848850561134075,3852.919381954725,3699.264535150411,3573.6870745161436,3699.264535150411,0,0.048917909438865925
2012-02-29,-0.04005756,25,841.05549,0.84,0.00336,-0.04341756,0.022888972087626473,3698.58083263691,3538.6514952396465,3655.4850982146545,3699.264535150411,-0.043417559999999855,-0.06630653208762648
